stn_code,state,location,type,so2,no2,rspm,pm2_5,date,year,month,day,co_gt,nox_gt,no2_gt,o3_gt,so2_gt,pm10,temperature,humidity,pressure,windspeed,winddirection,co_nox_ratio,nox_no2_ratio,temp_humidity_index,airqualityindex,co_ma3,no2_ma3,o3_ma3,dayofweek,season,pm2_5_lag1,pm2_5_lag2,temp_lag1,pm2_5_roll3,pm2_5_roll7,satellite_aod,satellite_no2
101,4,1,0,1.2522845551820825,0.0873432197466484,0.0671051567346526,31.0,2015-01-05,2015,1,5,-0.4446491447010382,-1.628954882502562,-0.0197877168037704,1.421905399036785,-0.5480230265073647,0.2710824819955907,-0.3050033574401217,-1.7289827915285705,0.8668790795770648,1.0835624967671234,0.5761712591293069,1.0432756685723328,-1.2359338930524748,-1.075948864641779,0.5535035443115639,-0.4813093561667443,0.2529598321190682,1.10671902911202,-1.3638865325894065,-1.144577723419874,-0.2504451129088536,-0.2603376270431622,-0.2942917608248983,-0.2689662360306562,-0.300201365671127,0.3895415900035028,1e-05
101,4,1,0,1.2522845551820825,0.0873432197466484,-0.145354986142552,28.0,2015-01-08,2015,1,8,-0.4258291500051636,0.886536083919474,-1.4080599688845814,-0.0044121039845424,0.5812118302467648,1.6873099836490968,-0.2214702595411823,-0.4534871232858707,1.8037071732209304,-1.3862102333568012,-1.4160298149568624,-0.7724752581086053,0.5751782923906175,-0.4635698728330596,-0.569734336018918,-0.6995123798121119,-1.4711799567309696,0.3518938225200025,0.496864949260685,-1.144577723419874,-0.2504451129088536,-0.2603376270431622,-0.2942917608248983,-0.3751051905339497,-0.4092471517071854,0.361796191610917,1e-05
101,4,1,0,1.2522845551820825,0.1811166151801667,0.4389104067697608,36.0,2015-01-12,2015,1,12,1.7579834125790137,0.0536199337607641,-0.5011227140381969,0.3950254746127059,0.8974139505744987,-1.175286174013025,-0.7246242488473967,-1.1342901803347722,-0.2128315362540538,-0.587715662705637,-0.403400851259926,-0.290197007644393,0.7478545993433011,-0.905945510420898,0.4184509107770654,1.675884112762428,-0.4224512465328031,0.2909775138025151,-1.3638865325894065,-1.144577723419874,-0.4467600325697288,-0.2603376270431622,-0.2108200436631416,-0.2217933673625257,-0.2517365718773232,0.4118217430285391,1e-05
101,4,1,0,1.0563526846797449,-0.0064301756868697,-0.331257611160106,32.0,2015-01-15,2015,1,15,-0.3705137960286357,1.28227789393377,0.154235483746865,-0.5210469411549925,-0.9873199996539544,0.2458921616091894,-0.323041515827145,0.1051126744868559,-1.387481341528341,0.5902104355199834,-0.1413983851992984,-0.918953639848931,0.0342350077125151,-0.1884072866030508,-1.0667984404634632,-0.8303522690862986,0.483978517933759,-0.71141227376151,0.496864949260685,-1.144577723419874,0.0767464198592718,-0.4576698123737725,-0.7136043117024947,-0.1982069330284606,-0.2456784726530978,0.4554312290106637,1e-05
101,4,1,0,1.2522845551820825,0.1811166151801667,0.0671051567346526,26.0,2015-01-19,2015,1,19,0.2192140771352826,1.2358911706903009,-0.4150851612123399,0.2338294837091087,0.4571386568151094,-3.073960833887423,1.7430338032941664,-0.656290741526675,-0.5203630198031095,0.0082308516538428,0.2576134260704206,-0.7969843641271308,0.1929451000639226,0.4543667873674638,2.2112691507962703,0.3695655946866777,-0.3797652573939806,0.3687029946053157,-1.3638865325894065,-1.144577723419874,-0.1850068063552284,0.068549348507855,-0.3123166646399368,-0.2453798016965911,-0.3292802419474092,0.28240863364442886,1e-05
101,4,1,0,1.644148296186757,0.2748900106136849,0.2795652996118573,34.0,2015-01-22,2015,1,22,1.6969064640978544,0.7546422155256668,-0.0438395850606988,0.431046292551619,0.2527221211366386,1.284894999990572,-1.876193727180285,0.307118451549394,-1.0631013066023005,1.2303947448992134,-0.3141121674778366,0.2802777546784809,2.184841279721063,-1.4737252492591266,0.838372938113022,1.9409879336555584,0.0105877997156223,0.8599497937416833,0.496864949260685,-1.144577723419874,-0.577636645676979,-0.1945602319329587,1.7522404870800392,-0.2925526703647214,-0.288085167222676,0.3768291153593769,1e-05
101,4,1,0,1.2522845551820825,-0.0064301756868697,-0.0922399504232508,31.0,2015-01-26,2015,1,26,-1.7350620346556642,0.9885188354404182,0.6199757056548282,0.409632084854279,-0.0909340674906411,0.5722300563104993,0.084410987745497,0.67905653811405,1.136223459648516,-3.1725457040736744,-0.033823170834725,-0.7680755250331732,-0.3452256275081714,0.1097173389206209,1.533639510627016,-1.973945305444849,0.5338825944819736,0.5081012066474591,-1.3638865325894065,-1.144577723419874,-0.0541301932479783,-0.5892246025941794,-1.8643276082789888,-0.3161391046987867,-0.2898160527153119,0.37680399593124286,1e-05
101,4,1,0,1.0563526846797449,0.0873432197466484,0.0936626745943032,33.0,2015-01-29,2015,1,29,-0.1124857452409053,0.0213758894367094,-2.5788507364029774,1.1639081885599862,0.2021157398151321,0.4411690862027504,-0.854210322726906,0.9622074694591292,-0.8804142734904707,0.0981246038301047,1.252904456504725,-0.3246052371013246,0.7692489541046768,-0.4441920029882876,0.3615157227327336,0.0536332846841141,-2.7130676772599878,0.7291578717808029,0.496864949260685,-1.144577723419874,-0.2504451129088536,-0.0630054417125518,0.0948364398242643,-0.1510340643603303,-0.2690454268036819,0.3019894024919954,1e-05
101,4,1,0,1.4482164256844197,0.1811166151801667,-0.4374876825987084,29.0,2015-02-02,2015,2,2,0.0231821178472965,-1.569136609869863,-0.4346251642296462,-0.3207406895914417,0.9493144999306792,-0.9501634603149064,0.7705785078372525,1.803118571606212,0.0326933779479113,-0.9359082360482796,-0.4252891464957449,0.7572505169139765,-0.5394082836393095,1.5878616945701736,-0.2859153165262182,0.3240157133782848,-0.4265858060693693,0.1750856351142338,-1.3638865325894065,-1.144577723419874,-0.1195684998016033,-0.2603376270431622,-0.8430951647779944,-0.2689662360306562,-0.2586601138478666,0.2905349145715141,1e-05
101,4,1,0,1.2522845551820825,0.0873432197466484,-0.145354986142552,33.0,2015-02-05,2015,2,5,-1.2484106346085473,0.7633494903813015,0.2747640533279353,0.2555350799971519,1.5206842953133914,-0.5935457609791541,-0.7317236574885392,0.2119047293482132,-0.6558512724395336,-1.0381381914409715,0.686858399884796,-0.1657047552132344,0.111130645048313,-0.33340006949238,-1.6203016680652271,-1.1252583535717615,0.0148755912281342,0.0867532511771505,0.496864949260685,-1.144577723419874,-0.3813217260161037,-0.1287828368227553,0.7804997589552817,-0.2217933673625257,-0.2898160527153119,0.3428340903415865,1e-05
